station_number,station_name,station_short_name,station_type,cdec_id,site_code,latitude,longitude,lldatum,positional_accuracy,County
B91450Q,Steamboat Slough near Sacramento River,Steamboat nr Sac R,Tide Station,SXS,,38.191267,-121.637881,NAD83,"GPS, 10m",Sacramento
B9145000,Steamboat Slough near Sacramento River (WQ),Steamboat nr Sac R,Water Quality,SXS,,38.191267,-121.637881,NAD83,"GPS, 10m",Sacramento
A0079500,Stillwater Creek near Anderson,STILLWATER C NR ANDE,Water Quality,,,40.47975,-122.25887,NAD83,Unknown,Shasta
B62410,Stockton Creek at Highway 49 Near Mariposa,Stockton Cr @ Highwa,Surface Water,,,37.469382,-119.949616,NAD83,1/250000,Mariposa
B95660,Stockton Ship Channel at Burns Cut-off,Stockton Ship (RRI),Surface Water,RRI,,37.9627067,-121.3655556,NAD83,"GPS, 10m",San Joaquin
B95660Q,Stockton Ship Channel at Burns Cut-off,Stockton Ship (RRI),Tide Station,RRI,,37.9627067,-121.3655556,NAD83,"GPS, 10m",San Joaquin
A0290000,Stony Creek @ The Nature Conservancy,Stony C @ TNC,Water Quality,,,39.69412,-121.99015,NAD83,Unknown,Glenn
F25890,Sugar Creek near Callahan,SGN,Surface Water,SGN,,41.328594,-122.843389,NAD83,Unknown,Siskiyou
B95422,Sugar Cut,SGC,Surface Water,SUR,,37.78836111,-121.4193889,NAD83,Unknown,San Joaquin
B95415Q,Sugar Cut @ Golden Anchor,Sugar Cut Flow,Tide Station,SGA,,37.7928598,-121.4214954,NAD83,"Survey, 1m",San Joaquin
B9541500,Sugar Cut @ Golden Anchor - WQ,Sugar Cut (SGA),Water Quality,SGA,,37.7928549,-121.4214819,NAD83,"Survey, 1m",San Joaquin
E03300,Suisun Bay At Benicia,Suisun Bay @ Benicia,Surface Water,,,0,0,,Unknown,Unknown
G41550,Susan River at Susanville,Susan R @ Susanville,Surface Water,SSU,,40.413717,-120.664222,NAD83,Unknown,Lassen
17N02E25J001M,SUT_25J001M screen interval 490 to 590 bgs,BWD MW1 A - Deep,Groundwater,,392970N1216907W001,39.2968077,-121.6903562,NAD83,"GPS, 10m",Sutter
17N02E25J002M,SUT_25J002M SCREEN INTERVAL 170 to 210 BGS,Screen: 170-210 ft,Groundwater,,392970N1216907W002,39.2968077,-121.6903562,NAD83,"GPS, 10m",Sutter
17N02E25J003M,SUT_25J003M screen interval 40 to 80 bgs,BWD MW1 C - Shallow,Groundwater,,392970N1216907W003,39.2968077,-121.6903562,NAD83,"GPS, 10m",Sutter
A0292700,Sutter BP at R-D 1500 PP at Karnak,SUTTER BP A R-D 1500,Water Quality,,,38.78523,-121.65428,NAD83,Unknown,Sutter
A05909,Sutter Bypass at DWR Pumping Plant #1,SBP at P.P.#1,Surface Water,SB1,,38.93232,-121.635328,NAD83,Unknown,Sutter
A05920,Sutter Bypass at DWR Pumping Plant #2,SBP at P.P.#2,Surface Water,SB2,,39.025682,-121.72718,NAD83,Unknown,Sutter
A05925,Sutter Bypass at DWR Pumping Plant #3,SBP at P.P.#3,Surface Water,SB3,,39.120065,-121.779776,NAD83,Unknown,Sutter
A02927,Sutter Bypass at R.D. 1500 Pumping Plant near Karnak,SBP at R.D. 1500 PP,Surface Water,SBP,,38.785275,-121.654318,NAD83,Unknown,Sutter
13N03E26J003M,Sutter Co MW-4B mid-shallow screen 425 to 435 ft bgs,SCMW-4B,Groundwater,,389452N1215992W002,38.945159,-121.599153,NAD83,"GPS, 10m",Sutter
13N03E26J004M,Sutter Co MW-4c mid-deep screen 590 to 600 ft bgs,SCMW-4C,Groundwater,,389452N1215992W003,38.945159,-121.599153,NAD83,"GPS, 10m",Sutter
14N02E17C001M,Sutter County MW-1A shallow screen 33-53 ft bgs,SCMW-1A Shallow,Groundwater,,390696N1217778W001,39.06955,-121.77784,NAD83,"GPS, 10m",Sutter
14N02E17C002M,Sutter County MW-1B Mid-Shallow screen 205-235 ft bgs,SCMW-1B Mid-Shallow,Groundwater,,390696N1217778W002,39.06955,-121.77784,NAD83,"GPS, 10m",Sutter
14N02E17C003M,Sutter County MW-1C Mid-deep screen 395-415 ft bgs,SCMW-1C Mid-Deep,Groundwater,,390696N1217778W003,39.06955,-121.77784,NAD83,"GPS, 10m",Sutter
14N02E17C004M,Sutter County MW-1D Deep screen 725-745 ft bgs,SCMW-1D Deep,Groundwater,,390696N1217778W004,39.06955,-121.77784,NAD83,"GPS, 10m",Sutter
12N02E23H001M,Sutter County MW-2A shallow screen 120 to 140 ft bgs,SCMW-2A,Groundwater,,388761N1217094W001,38.876059,-121.709429,NAD83,"GPS, 10m",Sutter
12N02E23H002M,Sutter County MW-2B mid-shall screen 260 to 280 ft bgs,SCMW-2B,Groundwater,,388761N1217094W002,38.876059,-121.709429,NAD83,"GPS, 10m",Sutter
12N02E23H003M,Sutter County MW-2C mid-deep screen 570 to 590 ft bgs,SCMW-2C,Groundwater,,388761N1217094W003,38.876059,-121.709429,NAD83,"GPS, 10m",Sutter
12N02E23H004M,Sutter County MW-2D deep screen 695 to 705 ft bgs,SCMW-2D,Groundwater,,388761N1217094W004,38.876059,-121.709429,NAD83,"GPS, 10m",Sutter
16N03E17J001M,Sutter County MW-3A shallow screen 65-75 ft bgs,SCMW-3A Shallow,Groundwater,,392394N1216509W001,39.239358,-121.65086,NAD83,"Survey, 1m",Sutter
16N03E17J002M,Sutter County MW-3B mid-shallow screen 285-305 ft bgs,SCMW-3B Mid-Shallow,Groundwater,,392394N1216509W002,39.239358,-121.65086,NAD83,"Survey, 1m",Sutter
16N03E17J003M,Sutter County MW-3C mid-middle screen 400-420 ft bgs,SCMW-3C Mid-Middle,Groundwater,,392394N1216509W003,39.239358,-121.65086,NAD83,"Survey, 1m",Sutter
16N03E17J004M,Sutter County MW-3D middle-deep screen 595-605 ft bgs,SCMW-3D Mid-Deep,Groundwater,,392394N1216509W004,39.239358,-121.65086,NAD83,"Survey, 1m",Sutter
16N03E17J005M,Sutter County MW-3E deep screen 765-775 ft bgs,SCMW-3E Deep,Groundwater,,392394N1216509W005,39.239358,-121.65086,NAD83,"Survey, 1m",Sutter
13N03E26J002M,Sutter County MW-4A shallow screen 145 to 165 ft bgs,SCMW-4A,Groundwater,,389452N1215992W001,38.945159,-121.599153,NAD83,"GPS, 10m",Sutter
13N03E26J005M,Sutter County MW-4D deep screen 995 to 1005 ft bgs,SCMW-4D,Groundwater,,389452N1215992W004,38.945159,-121.599153,NAD83,"GPS, 10m",Sutter
11N03E02Q002M,Sutter County MW-5A shallow screen 130 to 160 ft bgs,SCMW-5A,Groundwater,,388235N1216079W001,38.82323563,-121.6076354,NAD83,"Survey, 1m",Sutter
11N03E02Q003M,Sutter County MW-5B Mid-Shallow screen 655-675 FT BGS,SCMW-5B,Groundwater,,388235N1216079W002,38.82323563,-121.6076354,NAD83,"Survey, 1m",Sutter
11N03E02Q004M,Sutter County MW-5C Mid-Deep screen 910-920 FT BGS,SCMW-5C,Groundwater,,388235N1216079W003,38.82323563,-121.6076354,NAD83,"Survey, 1m",Sutter
11N03E02Q005M,Sutter County MW-5D Deep screen 1205-1215 FT BGS,SCMW-5D,Groundwater,,388235N1216079W004,38.82323563,-121.6076354,NAD83,"Survey, 1m",Sutter
13N03E06A001M,Sutter County MW-6A Shallow screen 45-55 FT BGS,SCMW-6A,Groundwater,,390087N1216722W001,39.00864169,-121.6718796,NAD83,"Survey, 1m",Sutter
13N03E06A002M,Sutter County MW-6B Middle screen 155-165 FT BGS,SCMW-6B,Groundwater,,390087N1216722W002,39.00864169,-121.6718796,NAD83,"Survey, 1m",Sutter
13N03E06A003M,Sutter County MW-6C Deep screen 245-255 FT BGS,SCMW-6C,Groundwater,,390087N1216722W003,39.00864169,-121.6718796,NAD83,"Survey, 1m",Sutter
11N04E04N005M,Sutter Land Subsidence Extensometer depth 1003 ft bgs,SUT Ext,Groundwater,,,38.823863,-121.543073,NAD83,"GPS, 10m",Sutter
14N02E32D001M,Sutter Mutual Water Company MW-1A,SMWC-1A,Groundwater,,390244N1217813W001,39.0244,-121.7812,NAD83,"Survey, 1m",Sutter
14N02E32D002M,Sutter Mutual Water Company MW-1B,SMWC-1B,Groundwater,,390244N1217813W002,39.0244,-121.7812,NAD83,"Survey, 1m",Sutter
14N02E32D003M,Sutter Mutual Water Company MW-1C,SMWC-1C,Groundwater,,390244N1217813W003,39.0244,-121.7812,NAD83,"Survey, 1m",Sutter
11N04E04N001M,Sutter Subsidence Well deep screen 880-890 ft bgs,SUT P4 deep,Groundwater,,388260N1215394W001,38.823611,-121.543113,NAD83,"GPS, 10m",Sutter
11N04E04N002M,Sutter Subsidence Well mid-deep screen 295-305 ft bgs,SUT P3 middle-deep,Groundwater,,388260N1215394W002,38.823611,-121.543113,NAD83,"GPS, 10m",Sutter
11N04E04N003M,Sutter Subsidence Well mid-shall screen 185-195 ft bgs,SUT P2 mid-shallow,Groundwater,,388260N1215394W003,38.823611,-121.543113,NAD83,"GPS, 10m",Sutter
11N04E04N004M,Sutter Subsidence Well shallow screen 110-120 ft bgs,SUT P1 shallow,Groundwater,,388260N1215394W004,38.823611,-121.543113,NAD83,"GPS, 10m",Sutter
A04330,SVWC Deer Creek South Diversion near Vina,SVWC Deer Cr S Diver,Surface Water,,,39.961425,-122.034056,NAD83,Unknown,Tehama
24N02W01L001M,TEH_01L001M screen interval 350-450 bgs,Screen: 350-450- ft,Groundwater,,399649N1220346W001,39.961965,-122.03913,NAD83,Unknown,Tehama
24N02W01L002M,TEH_01L002M screen interval 750-840 bgs,Screen: 750-840- ft,Groundwater,,399649N1220346W002,39.961965,-122.03913,NAD83,Unknown,Tehama
24N02W01R001M,TEH_01R001M screen interval 640-690 bgs,Screen: 640-690- ft,Groundwater,,399585N1220299W001,39.958006,-122.029578,NAD83,Unknown,Tehama
24N02W01R002M,TEH_01R002M screen interval 788 to 843 bgs,Screen: 788-843 ft,Groundwater,,399585N1220299W002,39.958006,-122.029578,NAD83,Unknown,Tehama
24N02W03B001M,TEH_03B001M screen interval 152 to 368 bgs,Screen: 152-368 ft,Groundwater,,399703N1220745W001,39.970291,-122.074517,NAD83,Unknown,Tehama
24N01W04L001M,TEH_04L001M screen interval 188 to 520 bgs,Screen: 188-520 ft,Groundwater,,399612N1219878W001,39.962981,-121.988839,NAD83,Unknown,Tehama
24N01W04M001M,TEH_04M001M screen interval 620 to 920 bgs,Screen: 620-920 ft,Groundwater,,399624N1219946W001,39.962467,-121.994654,NAD83,Unknown,Tehama
24N01W05G001M,TEH_05G001M screen interval 130 to 490 bgs,Screen: 130-490 ft,Groundwater,,399655N1220004W001,39.96552,-122.000431,NAD83,Unknown,Tehama
24N01W05J001M,TEH_05J001M screen interval less than 178 bgs,Screen: Unknown,Groundwater,,399635N1219953W001,39.963509,-121.995328,NAD83,Unknown,Tehama
24N01W05J004M,TEH_05J004M screen interval 650 to 722 bgs,Screen: 650-722 ft,Groundwater,,399633N1219955W002,39.963278,-121.995462,NAD83,Unknown,Tehama
24N01W05K001M,TEH_05K001M screen interval less than 260 bgs,Screen: Unknown,Groundwater,,399597N1220031W001,39.961492,-122.004195,NAD83,Unknown,Tehama
24N01W05Q003M,TEH_05Q003M screen interval 310 to 330 bgs,Screen: 310-330 ft,Groundwater,,399567N1220031W001,39.956729,-122.003131,NAD83,Unknown,Tehama
24N01W05Q004M,TEH_05Q004M screen interval 700 to 790 bgs,Screen: 700-790 ft,Groundwater,,399567N1220031W002,39.956729,-122.003131,NAD83,Unknown,Tehama
24N01W05R002M,TEH_05R002M screen interval less than 160 bgs,Screen: Unknown,Groundwater,,399550N1219949W001,39.95675,-121.995642,NAD83,Unknown,Tehama
24N01W06J002M,TEH_06J002M screen interval 290 to 300 bgs,Screen: 290-300 ft,Groundwater,,399620N1220171W001,39.962048,-122.017114,NAD83,Unknown,Tehama
25N03W11B001M,TEH_11B001M screen interval 150 to 180 bgs,Screen: 150-180 ft,Groundwater,,400428N1221665W001,40.042815,-122.166514,NAD83,Unknown,Tehama
25N03W11B002M,TEH_11B002M screen interval 680 to 750 bgs,Screen: 680-750 ft,Groundwater,,400428N1221665W002,40.042815,-122.166514,NAD83,Unknown,Tehama
25N03W11B003M,TEH_11B003M screen interval 940 to 960 bgs,Screen: 940-960 ft,Groundwater,,400428N1221665W003,40.042815,-122.166514,NAD83,Unknown,Tehama
24N02W12P001M,TEH_12P001M screen interval 164 to 359 bgs,Screen: 164-359 ft,Groundwater,,399456N1220399W001,39.945556,-122.039923,NAD83,Unknown,Tehama
24N02W12P002M,TEH_12P002M screen interval 760 to 850 bgs,Screen: 760-850 ft,Groundwater,,399456N1220399W002,39.945556,-122.039923,NAD83,Unknown,Tehama
23N03W13C003M,TEH_13C003M screen interval 900 to 970 bgs,Screen: 900-970 ft,Groundwater,,398543N1221535W001,39.8543,-122.153467,NAD83,Unknown,Tehama
23N03W13C004M,TEH_13C004M screen interval 812 to 825 bgs,Screen: 812-825 ft,Groundwater,,398543N1221535W002,39.8543,-122.153467,NAD83,Unknown,Tehama
23N03W13C005M,TEH_13C005M screen interval 345 to 355 bgs,Screen: 345-355 ft,Groundwater,,398543N1221535W003,39.8543,-122.153467,NAD83,Unknown,Tehama
23N03W13C006M,TEH_13C006M screen interval 95 to 135 bgs,Screen: 95-135 ft,Groundwater,,398543N1221535W004,39.8543,-122.153467,NAD83,Unknown,Tehama
23N03W13C007M,TEH_13C007M screen interval 25 to 35 bgs,Screen: 25-35 ft,Groundwater,,398543N1221535W005,39.8543,-122.153467,NAD83,Unknown,Tehama
25N05W13P002M,TEH_13P002M screen interval 875 to 895 ft bgs,TEH_13P002M,Groundwater,,400163N1223809W001,40.01636802,-122.3818408,WGS84,"Survey, 1m",Tehama
25N05W13P003M,TEH_13P003M screen interval 285 to 555 ft bgs,TEH_13P003M,Groundwater,,400163N1223809W002,40.0163712,-122.3809664,WGS84,"Survey, 1m",Tehama
25N05W13P004M,TEH_13P004M screen interval 230 to 280 ft bgs,TEH_13P004M,Groundwater,,400163N1223809W003,40.01637315,-122.3809656,WGS84,"Survey, 1m",Tehama
25N05W13P005M,TEH_13P005M screen interval 100 to 170 ft bgs,TEH_13P005M,Groundwater,,400163N1223809W004,40.0163724,-122.3809669,WGS84,"Survey, 1m",Tehama
26N02W14G001M,TEH_14G001M screen interval unknown,Screen: Unknown,Groundwater,,401076N1220630W001,40.1076,-122.063,NAD83,"GPS, 10m",Tehama
27N03W15N004M,TEH_15N004M screen interval 680-700 & 730-750 ft bgs,Screen: 680-750 ft,Groundwater,,401874N1221988W002,40.187439,-122.198787,NAD83,"Survey, 1m",Tehama
27N03W15N005M,TEH_15N005M screen interval 510 to 550 ft bgs,Screen: 510-550 ft,Groundwater,,401874N1221988W004,40.187439,-122.198787,NAD83,"Survey, 1m",Tehama
27N03W15N006M,TEH_15N006M screen interval 290-300 & 320-340 ft bgs,Screen: 290-340 ft,Groundwater,,401874N1221988W006,40.187439,-122.198787,NAD83,"Survey, 1m",Tehama
27N03W15N007M,TEH_15N007M screen interval 110-120 & 170-210 ft bgs,Screen: 110-210 ft,Groundwater,,401874N1221988W008,40.187439,-122.198787,NAD83,"Survey, 1m",Tehama
27N03W15N008M,TEH_15N008M screen interval 65 to 85 ft bgs,Screen: 65-85 ft,Groundwater,,401874N1221988W010,40.187439,-122.198787,NAD83,"Survey, 1m",Tehama
29N03W18M001M,TEH_18M001M screen interval 125 to 234 bgs,Screen: 125-234 ft,Groundwater,,403672N1222548W001,40.36722,-122.254839,NAD83,Unknown,Tehama
29N04W20A001M,TEH_20A001M screen interval 755 to 855 bgs,Screen: 755-855 ft,Groundwater,,403585N1223338W001,40.358539,-122.333847,NAD83,Unknown,Tehama
29N04W20A002M,TEH_20A002M screen interval 360 to 430 bgs,Screen: 360-430 ft,Groundwater,,403585N1223338W002,40.358539,-122.333847,NAD83,Unknown,Tehama
29N04W20A003M,TEH_20A003M screen interval 154 to 189 bgs,Screen: 154-189 ft,Groundwater,,403585N1223338W003,40.358539,-122.333847,NAD83,Unknown,Tehama
29N04W20A004M,TEH_20A004M screen interval 50 to 60 bgs,Screen: 50-60 ft,Groundwater,,403585N1223338W004,40.358539,-122.333847,NAD83,Unknown,Tehama
26N02W22G002M,TEH_22G002M screen interval unknown,Screen: Unknown,Groundwater,,400937N1220759W001,40.0937,-122.0759,NAD83,"GPS, 10m",Tehama
26N02W22G003M,TEH_22G003M screen interval unknown,Screen: Unknown,Groundwater,,400938N1220761W001,40.0938,-122.0761,NAD83,"GPS, 10m",Tehama
24N02W24D002M,TEH_24D002M screen interval 979 to 989 bgs,Screen: 979-989 ft,Groundwater,,399252N1220436W001,39.925145,-122.043564,NAD83,"GPS, 10m",Tehama
24N02W24D003M,TEH_24D003M screen interval 731 to 741 bgs,Screen: 731-741 ft,Groundwater,,399251N1220436W001,39.925145,-122.043564,NAD83,"GPS, 10m",Tehama
24N02W24D004M,TEH_24D004M screen interval 346 to 356 bgs,Screen: 346-356 ft,Groundwater,,399252N1220436W002,39.925145,-122.043564,NAD83,"GPS, 10m",Tehama
23N03W25M002M,TEH_25M002M SCREEN INTERVAL 470 TO 500 BGS,Screen: 470-500 ft,Groundwater,,398193N1221590W003,39.81925,-122.159,WGS84,"GPS, 10m",Tehama
23N03W25M003M,TEH_25M003M SCREEN INTERVAL 240 TO 250 BGS,Screen: 240-250 ft,Groundwater,,398193N1221590W004,39.81925,-122.159,WGS84,"GPS, 10m",Tehama
23N03W25M004M,TEH_25M004M SCREEN INTERVAL 120 TO 130 BGS,Screen: 120-130 ft,Groundwater,,398193N1221590W001,39.81925,-122.159,WGS84,"GPS, 10m",Tehama
23N03W25M001M,TEH_25MOO1M SCREEN INTERVAL 965 TO 975 BGS,Screen: 965-975 ft,Groundwater,,398193N1221590W002,39.81925,-122.159,WGS84,"GPS, 10m",Tehama
26N02W26F001M,TEH_26F001M screen interval unknown,Screen: Unknown,Groundwater,,400804N1220660W002,40.08043,-122.065966,NAD83,"GPS, 10m",Tehama
24N02W27G001M,TEH_27G001M screen interval 939 to 949 bgs,Screen: 939-949 ft,Groundwater,,399078N1220721W001,39.90775,-122.072131,NAD83,"GPS, 10m",Tehama
24N02W27G002M,TEH_27G002M screen interval 495 to 505 bgs,Screen: 495-505 ft,Groundwater,,399078N1220721W002,39.90775,-122.072131,NAD83,"GPS, 10m",Tehama
24N02W27G003M,TEH_27G003M screen interval 168 to 178 bgs,Screen: 168-178 ft,Groundwater,,399078N1220721W003,39.90775,-122.072131,NAD83,"GPS, 10m",Tehama
24N02W27G004M,TEH_27G004M screen interval 64 to 74 bgs,Screen: 64-74 ft,Groundwater,,399078N1220721W004,39.90775,-122.072131,NAD83,"GPS, 10m",Tehama
23N02W28N001M,TEH_28N001M SCREEN INTERVAL 910 TO 950 BGS,Screen: 550-570 ft,Groundwater,,398117N1221020W002,39.811489,-122.102064,WGS84,"GPS, 10m",Tehama
23N02W28N002M,TEH_28N002M SCREEN INTERVAL 550 TO 570 BGS,Screen: 550-570 ft,Groundwater,,398117N1221020W003,39.811489,-122.102064,WGS84,"Survey, 1m",Tehama
23N02W28N003M,TEH_28N003M SCREEN INTERVAL 330 TO 350 BGS,Screen: 330-350 ft,Groundwater,,398117N1221020W004,39.811486,-122.102101,WGS84,"GPS, 10m",Tehama
23N02W28N004M,TEH_28N004M SCREEN INTERVAL 100 TO 110 BGS,Screen: 110-110 ft,Groundwater,,398117N1221020W001,39.811486,-122.102101,WGS84,"Survey, 1m",Tehama
24N02W29N003M,TEH_29N003M screen interval 200 to 290 bgs,Screen: 200-290 ft,Groundwater,,398996N1221227W001,39.899609,-122.122728,NAD83,Unknown,Tehama
24N02W29N004M,TEH_29N004M screen interval 590 to 710 bgs,Screen: 590-710 ft,Groundwater,,398996N1221227W002,39.899609,-122.122728,NAD83,Unknown,Tehama
24N03W29Q001M,TEH_29Q001M screen interval 130 to 360 bgs,Screen: 130-360 ft,Groundwater,,399030N1222246W001,39.903046,-122.224557,NAD83,Unknown,Tehama
24N03W29Q002M,TEH_29Q002M screen interval 490 to 550 bgs,Screen: 490-550 ft,Groundwater,,399030N1222246W002,39.903046,-122.224557,NAD83,Unknown,Tehama
24N03W29Q003M,TEH_29Q003M screen interval 650 to 790 bgs,Screen: 650-790 ft,Groundwater,,399030N1222246W003,39.903046,-122.224557,NAD83,Unknown,Tehama
25N01W32P001M,TEH_32P001M screen interval 209 to 256 bgs,Screen: 209-256 ft,Groundwater,,399733N1220069W001,39.973278,-122.006864,NAD83,Unknown,Tehama
25N01W32P002M,TEH_32P002M screen interval 440 to 510 bgs,Screen: 440-510 ft,Groundwater,,399733N1220069W002,39.973278,-122.006864,NAD83,Unknown,Tehama
25N01W32P003M,TEH_32P003M screen interval 650 to 660 bgs,Screen: 650-660 ft,Groundwater,,399733N1220069W003,39.973278,-122.006864,NAD83,Unknown,Tehama
25N01W34N002M,TEH_34N002M screen interval 207 to 217 bgs,Screen: 207-217 ft,Groundwater,,399740N1219748W001,39.973967,-121.97482,NAD83,Unknown,Tehama
25N01W34N003M,TEH_34N003M screen interval 625 to 680 bgs,Screen: 625-680 ft,Groundwater,,399740N1219748W002,39.973967,-121.97482,NAD83,Unknown,Tehama
24N01W05J003M,TEH-05J003M screen interval 295 to 335 bgs,Screen: 295-335 ft,Groundwater,,399633N1219955W001,39.963278,-121.995462,NAD83,Unknown,Tehama
Y81170,Temescal Canyon Lake,TCL SRO,Surface Water,TCL,Y8-1170,33.86722,-117.5303,NAD83,Unknown,Riverside
Y81175,Temescal WA N of Cajalco RD,CRN SRO,Surface Water,CRN,Y8-1175,33.82752,-117.51041,NAD83,Unknown,Riverside
A0321800,Thomes Creek at Hall Road,THOMES C A HALL RD,Water Quality,,,39.98503,-122.12466,NAD83,Unknown,Tehama
A03500,Thomes Creek at Paskenta,Thomes Cr @ Paskenta,Surface Water,THO,,39.887842,-122.528563,NAD83,Unknown,Tehama
A0350000,Thomes Creek at Paskenta,Thomes C A Paskenta,Water Quality,,,39.887388,-122.52436,NAD83,Unknown,Tehama
25N13E36F001M,Thompson Creek MW 01,TC01,Groundwater,,399804N1204791W001,39.980439,-120.479052,WGS84,Unknown,Plumas
25N13E36F002M,Thompson Creek MW 02,TC02,Groundwater,,399789N1204796W001,39.978946,-120.479587,WGS84,Unknown,Plumas
25N13E36F003M,Thompson Creek MW 03,TC03,Groundwater,,399779N1204778W001,39.977934,-120.477751,WGS84,"Survey, 1m",Plumas
25N13E36L001M,Thompson Creek MW 04,TC04,Groundwater,,399774N1204798W001,39.977357,-120.479798,WGS84,"Survey, 1m",Plumas
25N13E36L002M,Thompson Creek MW 05,TC05,Groundwater,,399765N1204774W001,39.976538,-120.477381,WGS84,"Survey, 1m",Plumas
25N13E36K001M,Thompson Creek MW 06,TC06,Groundwater,,399754N1204758W001,39.97544,-120.475782,WGS84,"Survey, 1m",Plumas
25N13E36K002M,Thompson Creek MW 07,TC07,Groundwater,,399742N1204717W001,39.974172,-120.471742,WGS84,"Survey, 1m",Plumas
25N13E36K003M,Thompson Creek MW 08,TC08,Groundwater,,399765N1204735W001,39.976526,-120.473529,WGS84,Unknown,Plumas
25N13E36G001M,Thompson Creek MW 09,TC09,Groundwater,,399774N1204755W001,39.977363,-120.475535,WGS84,Unknown,Plumas
25N13E36F004M,Thompson Creek MW 10,TC10,Groundwater,,399796N1204782W001,39.979637,-120.478203,WGS84,Unknown,Plumas
B95060,Three Mile Slough at San Joaquin River,Three Mile Sl @ San,Tide Station,,,38.09,-121.6869444,NAD83,Unknown,Sacramento
B9506100,Three Mile Slough near San Joaquin River - WQ,Three Mile n. SJR,Water Quality,,,38.1032429,-121.6861559,NAD83,"GPS, 10m",San Joaquin
A02960,Tisdale Weir Spill to Sutter Bypass near Grimes,Tisdale Weir Spill,Surface Water,TIS,,39.02644,-121.822086,NAD83,Unknown,Sutter
A52945,Toadtown Canal near Stirling,Toadtown Canal,Surface Water,BBW,,39.88573,-121.610325,NAD83,Unknown,Butte
A0D83441350,Toe Drain at I80,I80,Water Quality,,,38.573111,-121.582958,WGS84,Unknown,Yolo
A0D84061386,Toe Drain at Rd. 22,RD22,Water Quality,,,38.676367,-121.643972,WGS84,Unknown,Yolo
A0D84061387,Toe Drain at Rd. 22 West,RD22 West,Water Quality,,,38.676385,-121.644315,WGS84,Unknown,Yolo
A0D82120386,Toe Drain at Screw Trap,STTD,Water Quality,,,38.353461,-121.642975,WGS84,"GPS, 10m",Yolo
B95421,Tom Paine Slough above Intake Structure,Tom Paine Sl abv Int,Surface Water,TPI,,37.79011111,-121.4185278,NAD83,Unknown,San Joaquin
B9542100,Tom Paine Slough above Intake Structure - WQ,TPS abv Intake,Water Quality,TPI,,37.7900829,-121.4184369,NAD83,Unknown,San Joaquin
B95420,Tom Paine Slough above Mouth,Tom Paine Sl abv Mou,Tide Station,TPS,,37.79058333,-121.4185833,NAD83,Unknown,San Joaquin
B9542400,Tom Paine Slough at Paradise Ave,TPPA,Water Quality,,,37.774,-121.38254,NAD83,Unknown,San Joaquin
B95425,Tom Paine Slough at Pescadero P.P. #6,Tom Paine Sl @ Pesca,Surface Water,TPP,,37.76738889,-121.3510833,NAD83,Unknown,San Joaquin
F4410000,"Trinity R, South Fork, at Sandy Bar",TRINITY R SF A SANDY,Water Quality,,,40.88031,-123.60422,NAD83,Unknown,Trinity
F4108000,Trinity River at Hoppa,TRINTY R A HOOPA,Water Quality,,,41.04362,-123.67028,NAD83,Unknown,Trinity
F4164000,Trinity River at Lewiston,TRINITY R A LEWIS,Water Quality,,,40.71994,-122.80291,NAD83,Unknown,Trinity
F4100000,Trinity River at Weitchpec,TRINITY R A WEITCH,Water Quality,,,41.18439,-123.70662,NAD83,Unknown,Trinity
F42100,"Trinity River, North Fork, near Helena (lower)","Trinity R, NF, nr He",Surface Water,,,40.781173,-123.128614,NAD83,Unknown,Trinity
F42105,"Trinity River, North Fork, near Helena (upper)","Trinity R, NF, nr He",Surface Water,,,40.782259,-123.128799,NAD83,Unknown,Trinity
G7159000,Truckee River above Donner Creek - WQ,TRAD,Surface Water,,,39.31582,-120.20126,NAD83,"GPS, 10m",Placer
G7130000,Truckee River above Little Truckee River - WQ,TRAL,Surface Water,,,39.38362,-120.09491,NAD83,"GPS, 10m",Nevada
G7140500,Truckee River above Prosser Creek - WQ,TRAP,Surface Water,,,39.36974,-120.1169,NAD83,"GPS, 10m",Nevada
G7151310,Truckee River above TTSA,Truckee abv TTSA,Water Quality,,,39.3381947,-120.133247,NAD83,"GPS, 10m",Nevada
G7125000,Truckee River at Boca Bridge - WQ,TRBB,Surface Water,TBB,,39.385185,-120.087698,NAD83,"GPS, 10m",Nevada
G7166310,Truckee River at Bridge 8,Truckee @ Bridge 8,Water Quality,,,39.2293247,-120.205207,NAD83,"GPS, 10m",Placer
G7119500,Truckee River at Farad,Truckee @ Farad,Water Quality,,,39.4276817,-120.034051,NAD83,"GPS, 10m",Nevada
G7166500,Truckee River at Tahoe City,Truckee @ Tahoe City,Water Quality,,,39.16330556,-120.1483611,WGS84,"GPS, 10m",Placer
G7158500,Truckee River below Donner Creek - WQ,TRBD,Surface Water,,,39.3168,-120.19946,NAD83,"GPS, 10m",Nevada
G7135000,Truckee River below Prosser Creek,TRBP,Surface Water,,,39.37095,-120.116552,WGS84,"GPS, 10m",Nevada
G7160000,Truckee River near Truckee,Truckee nr Truckee,Water Quality,,,39.29636111,-120.20475,WGS84,"GPS, 10m",Placer
24N04W07F003M,TSS Red Bluff-Deep scrn 840-850 900-910,TSS Red Bluff-D,Groundwater,,382857N1223535W001,39.95219001,-122.361879,NAD83,"Survey, 1m",Tehama
